PERMNO,date,TICKER,COMNAM,PERMCO,PRC,RET,SHROUT,RETX
12570,20180531,ITT,I T T INC,20964,51.62000,-0.016762,87400,-0.016762
12570,20180601,ITT,I T T INC,20964,53.07000,0.028090,87400,0.028090
12570,20180604,ITT,I T T INC,20964,53.36000,0.005464,87400,0.005464
12570,20180605,ITT,I T T INC,20964,54.11000,0.014055,87400,0.014055
12570,20180606,ITT,I T T INC,20964,54.33000,0.004066,87400,0.004066
12570,20180607,ITT,I T T INC,20964,54.62000,0.005338,87400,0.005338
12570,20180608,ITT,I T T INC,20964,54.54000,0.000989,87400,-0.001465
12570,20180611,ITT,I T T INC,20964,54.52000,-0.000367,87400,-0.000367
12570,20180612,ITT,I T T INC,20964,54.10000,-0.007704,87400,-0.007704
12570,20180613,ITT,I T T INC,20964,55.15000,0.019409,87400,0.019409
12570,20180614,ITT,I T T INC,20964,54.91000,-0.004352,87400,-0.004352
12570,20180615,ITT,I T T INC,20964,54.42000,-0.008924,87400,-0.008924
12570,20180618,ITT,I T T INC,20964,54.84000,0.007718,87400,0.007718
12570,20180619,ITT,I T T INC,20964,53.70000,-0.020788,87400,-0.020788
12570,20180620,ITT,I T T INC,20964,54.00000,0.005587,87400,0.005587
12570,20180621,ITT,I T T INC,20964,52.90000,-0.020370,87400,-0.020370
12570,20180622,ITT,I T T INC,20964,53.26000,0.006805,87400,0.006805
12570,20180625,ITT,I T T INC,20964,52.62000,-0.012017,87400,-0.012017
12570,20180626,ITT,I T T INC,20964,53.38000,0.014443,87400,0.014443
12570,20180627,ITT,I T T INC,20964,53.36000,-0.000375,87400,-0.000375
12570,20180628,ITT,I T T INC,20964,51.73000,-0.030547,87400,-0.030547
12570,20180629,ITT,I T T INC,20964,52.27000,0.010439,87400,0.010439
12570,20180702,ITT,I T T INC,20964,51.70000,-0.010905,87400,-0.010905
12570,20180703,ITT,I T T INC,20964,51.90000,0.003868,87400,0.003868
12570,20180705,ITT,I T T INC,20964,52.13000,0.004432,87400,0.004432
12570,20180706,ITT,I T T INC,20964,51.86000,-0.005179,87400,-0.005179
12570,20180709,ITT,I T T INC,20964,53.11000,0.024103,87400,0.024103
12570,20180710,ITT,I T T INC,20964,53.22000,0.002071,87400,0.002071
12570,20180711,ITT,I T T INC,20964,52.31000,-0.017099,87400,-0.017099
12570,20180712,ITT,I T T INC,20964,52.32000,0.000191,87400,0.000191
12570,20180713,ITT,I T T INC,20964,52.89000,0.010894,87400,0.010894
12570,20180716,ITT,I T T INC,20964,52.09000,-0.015126,87400,-0.015126
12570,20180717,ITT,I T T INC,20964,52.66000,0.010943,87400,0.010943
12570,20180718,ITT,I T T INC,20964,53.55000,0.016901,87400,0.016901
12570,20180719,ITT,I T T INC,20964,53.95000,0.007470,87400,0.007470
12570,20180720,ITT,I T T INC,20964,53.94000,-0.000185,87400,-0.000185
12570,20180723,ITT,I T T INC,20964,52.89000,-0.019466,87400,-0.019466
12570,20180724,ITT,I T T INC,20964,54.01000,0.021176,87400,0.021176
12570,20180725,ITT,I T T INC,20964,54.13000,0.002222,87400,0.002222
12570,20180726,ITT,I T T INC,20964,56.02000,0.034916,87400,0.034916
12570,20180727,ITT,I T T INC,20964,55.62000,-0.007140,87400,-0.007140
12570,20180730,ITT,I T T INC,20964,55.02000,-0.010787,87400,-0.010787
12570,20180731,ITT,I T T INC,20964,56.67000,0.029989,87400,0.029989
12570,20180801,ITT,I T T INC,20964,55.82000,-0.014999,87400,-0.014999
12570,20180802,ITT,I T T INC,20964,56.39000,0.010211,87400,0.010211
12570,20180803,ITT,I T T INC,20964,61.54000,0.091328,87400,0.091328
12570,20180806,ITT,I T T INC,20964,62.11000,0.009262,87400,0.009262
12570,20180807,ITT,I T T INC,20964,62.14000,0.000483,87400,0.000483
12570,20180808,ITT,I T T INC,20964,61.38000,-0.012230,87400,-0.012230
12570,20180809,ITT,I T T INC,20964,60.59000,-0.012871,87400,-0.012871
12570,20180810,ITT,I T T INC,20964,60.31000,-0.004621,87400,-0.004621
12570,20180813,ITT,I T T INC,20964,59.79000,-0.008622,87400,-0.008622
12570,20180814,ITT,I T T INC,20964,59.95000,0.002676,87400,0.002676
12570,20180815,ITT,I T T INC,20964,59.24000,-0.011843,87400,-0.011843
12570,20180816,ITT,I T T INC,20964,59.88000,0.010804,87400,0.010804
12570,20180817,ITT,I T T INC,20964,61.12000,0.020708,87400,0.020708
12570,20180820,ITT,I T T INC,20964,61.56000,0.007199,87400,0.007199
12570,20180821,ITT,I T T INC,20964,62.13000,0.009259,87400,0.009259
12570,20180822,ITT,I T T INC,20964,61.05000,-0.017383,87400,-0.017383
12570,20180823,ITT,I T T INC,20964,60.36000,-0.011302,87400,-0.011302
12570,20180824,ITT,I T T INC,20964,60.20000,-0.002651,87400,-0.002651
12570,20180827,ITT,I T T INC,20964,60.83000,0.010465,87400,0.010465
12570,20180828,ITT,I T T INC,20964,60.08000,-0.012329,87400,-0.012329
12570,20180829,ITT,I T T INC,20964,59.95000,-0.002164,87400,-0.002164
12570,20180830,ITT,I T T INC,20964,59.18000,-0.012844,87400,-0.012844
12570,20180831,ITT,I T T INC,20964,59.11000,-0.001183,87600,-0.001183
12570,20180904,ITT,I T T INC,20964,58.74000,-0.006259,87600,-0.006259
12570,20180905,ITT,I T T INC,20964,59.03000,0.004937,87600,0.004937
12570,20180906,ITT,I T T INC,20964,58.30000,-0.012367,87600,-0.012367
12570,20180907,ITT,I T T INC,20964,58.10000,-0.001132,87600,-0.003431
12570,20180910,ITT,I T T INC,20964,58.18000,0.001377,87600,0.001377
12570,20180911,ITT,I T T INC,20964,58.06000,-0.002063,87600,-0.002063
12570,20180912,ITT,I T T INC,20964,57.95000,-0.001895,87600,-0.001895
12570,20180913,ITT,I T T INC,20964,58.46000,0.008801,87600,0.008801
12570,20180914,ITT,I T T INC,20964,58.93000,0.008040,87600,0.008040
12570,20180917,ITT,I T T INC,20964,58.24000,-0.011709,87600,-0.011709
12570,20180918,ITT,I T T INC,20964,59.05000,0.013908,87600,0.013908
12570,20180919,ITT,I T T INC,20964,59.50000,0.007621,87600,0.007621
12570,20180920,ITT,I T T INC,20964,60.89000,0.023361,87600,0.023361
12570,20180921,ITT,I T T INC,20964,61.18000,0.004763,87600,0.004763
12570,20180924,ITT,I T T INC,20964,61.16000,-0.000327,87600,-0.000327
12570,20180925,ITT,I T T INC,20964,61.00000,-0.002616,87600,-0.002616
12570,20180926,ITT,I T T INC,20964,61.00000,0.000000,87600,0.000000
12570,20180927,ITT,I T T INC,20964,61.03000,0.000492,87600,0.000492
12570,20180928,ITT,I T T INC,20964,61.26000,0.003769,87600,0.003769
12570,20181001,ITT,I T T INC,20964,60.30000,-0.015671,87600,-0.015671
12570,20181002,ITT,I T T INC,20964,60.67000,0.006136,87600,0.006136
12570,20181003,ITT,I T T INC,20964,61.10000,0.007088,87600,0.007088
12570,20181004,ITT,I T T INC,20964,60.72000,-0.006219,87600,-0.006219
12570,20181005,ITT,I T T INC,20964,59.63000,-0.017951,87600,-0.017951
12570,20181008,ITT,I T T INC,20964,58.90000,-0.012242,87600,-0.012242
12570,20181009,ITT,I T T INC,20964,56.43000,-0.041936,87600,-0.041936
12570,20181010,ITT,I T T INC,20964,53.28000,-0.055821,87600,-0.055821
12570,20181011,ITT,I T T INC,20964,52.72000,-0.010510,87600,-0.010510
12570,20181012,ITT,I T T INC,20964,52.84000,0.002276,87600,0.002276
12570,20181015,ITT,I T T INC,20964,52.44000,-0.007570,87600,-0.007570
12570,20181016,ITT,I T T INC,20964,53.42000,0.018688,87600,0.018688
12570,20181017,ITT,I T T INC,20964,52.75000,-0.012542,87600,-0.012542
12570,20181018,ITT,I T T INC,20964,51.43000,-0.025024,87600,-0.025024
12570,20181019,ITT,I T T INC,20964,50.59000,-0.016333,87600,-0.016333
12570,20181022,ITT,I T T INC,20964,50.19000,-0.007907,87600,-0.007907
12570,20181023,ITT,I T T INC,20964,49.12000,-0.021319,87600,-0.021319
12570,20181024,ITT,I T T INC,20964,46.22000,-0.059039,87600,-0.059039
12570,20181025,ITT,I T T INC,20964,47.96000,0.037646,87600,0.037646
12570,20181026,ITT,I T T INC,20964,48.79000,0.017306,87600,0.017306
12570,20181029,ITT,I T T INC,20964,49.47000,0.013937,87600,0.013937
12570,20181030,ITT,I T T INC,20964,49.84000,0.007479,87600,0.007479
12570,20181031,ITT,I T T INC,20964,50.50000,0.013242,87600,0.013242
12570,20181101,ITT,I T T INC,20964,52.76000,0.044752,87600,0.044752
12570,20181102,ITT,I T T INC,20964,56.97000,0.079795,87600,0.079795
12570,20181105,ITT,I T T INC,20964,55.66000,-0.022995,87600,-0.022995
12570,20181106,ITT,I T T INC,20964,56.19000,0.009522,87600,0.009522
12570,20181107,ITT,I T T INC,20964,56.67000,0.008542,87600,0.008542
12570,20181108,ITT,I T T INC,20964,56.81000,0.002470,87600,0.002470
12570,20181109,ITT,I T T INC,20964,56.56000,-0.004401,87600,-0.004401
12570,20181112,ITT,I T T INC,20964,55.02000,-0.027228,87600,-0.027228
12570,20181113,ITT,I T T INC,20964,55.43000,0.007452,87600,0.007452
12570,20181114,ITT,I T T INC,20964,55.16000,-0.004871,87600,-0.004871
12570,20181115,ITT,I T T INC,20964,55.94000,0.014141,87600,0.014141
12570,20181116,ITT,I T T INC,20964,56.18000,0.004290,87600,0.004290
12570,20181119,ITT,I T T INC,20964,55.20000,-0.017444,87600,-0.017444
12570,20181120,ITT,I T T INC,20964,53.78000,-0.025725,87600,-0.025725
12570,20181121,ITT,I T T INC,20964,54.55000,0.014318,87600,0.014318
12570,20181123,ITT,I T T INC,20964,54.09000,-0.008433,87600,-0.008433
12570,20181126,ITT,I T T INC,20964,54.60000,0.009429,87600,0.009429
12570,20181127,ITT,I T T INC,20964,54.20000,-0.007326,87600,-0.007326
12570,20181128,ITT,I T T INC,20964,55.26000,0.019557,87600,0.019557
12570,20181129,ITT,I T T INC,20964,54.50000,-0.013753,87600,-0.013753
12570,20181130,ITT,I T T INC,20964,55.45000,0.017431,87600,0.017431
12570,20181203,ITT,I T T INC,20964,56.22000,0.013886,87600,0.013886
12570,20181204,ITT,I T T INC,20964,52.67000,-0.063145,87600,-0.063145
12570,20181206,ITT,I T T INC,20964,52.05000,-0.009227,87600,-0.011771
12570,20181207,ITT,I T T INC,20964,50.59000,-0.028050,87600,-0.028050
12570,20181210,ITT,I T T INC,20964,50.07000,-0.010279,87600,-0.010279
12570,20181211,ITT,I T T INC,20964,49.87000,-0.003994,87600,-0.003994
12570,20181212,ITT,I T T INC,20964,50.43000,0.011229,87600,0.011229
12570,20181213,ITT,I T T INC,20964,50.00000,-0.008527,87600,-0.008527
12570,20181214,ITT,I T T INC,20964,49.48000,-0.010400,87600,-0.010400
12570,20181217,ITT,I T T INC,20964,48.94000,-0.010914,87600,-0.010914
12570,20181218,ITT,I T T INC,20964,49.34000,0.008173,87600,0.008173
12570,20181219,ITT,I T T INC,20964,47.81000,-0.031009,87600,-0.031009
12570,20181220,ITT,I T T INC,20964,47.79000,-0.000418,87600,-0.000418
12570,20181221,ITT,I T T INC,20964,46.95000,-0.017577,87600,-0.017577
12570,20181224,ITT,I T T INC,20964,45.29000,-0.035357,87600,-0.035357
12570,20181226,ITT,I T T INC,20964,47.60000,0.051005,87600,0.051005
12570,20181227,ITT,I T T INC,20964,47.60000,0.000000,87600,0.000000
12570,20181228,ITT,I T T INC,20964,47.11000,-0.010294,87600,-0.010294
12570,20181231,ITT,I T T INC,20964,48.27000,0.024623,87600,0.024623
13688,20110103,PCG,P G & E CORP,21356,47.39000,-0.009406,392066,-0.009406
13688,20110104,PCG,P G & E CORP,21356,47.60000,0.004431,392066,0.004431
13688,20110105,PCG,P G & E CORP,21356,46.86000,-0.015546,392066,-0.015546
13688,20110106,PCG,P G & E CORP,21356,47.21000,0.007469,392066,0.007469
13688,20110107,PCG,P G & E CORP,21356,47.02000,-0.004025,392066,-0.004025
13688,20110110,PCG,P G & E CORP,21356,46.52000,-0.010634,392066,-0.010634
13688,20110111,PCG,P G & E CORP,21356,46.66000,0.003009,392066,0.003009
13688,20110112,PCG,P G & E CORP,21356,46.72000,0.001286,392066,0.001286
13688,20110113,PCG,P G & E CORP,21356,46.94000,0.004709,392066,0.004709
13688,20110114,PCG,P G & E CORP,21356,47.33000,0.008309,392066,0.008309
13688,20110118,PCG,P G & E CORP,21356,47.36000,0.000634,392066,0.000634
13688,20110119,PCG,P G & E CORP,21356,47.34000,-0.000422,392066,-0.000422
13688,20110120,PCG,P G & E CORP,21356,47.00000,-0.007182,392066,-0.007182
13688,20110121,PCG,P G & E CORP,21356,46.94000,-0.001277,392066,-0.001277
13688,20110124,PCG,P G & E CORP,21356,47.46000,0.011078,392066,0.011078
13688,20110125,PCG,P G & E CORP,21356,47.00000,-0.009692,392066,-0.009692
13688,20110126,PCG,P G & E CORP,21356,46.72000,-0.005957,392066,-0.005957
13688,20110127,PCG,P G & E CORP,21356,46.98000,0.005565,392066,0.005565
13688,20110128,PCG,P G & E CORP,21356,46.24000,-0.015751,392066,-0.015751
13688,20110131,PCG,P G & E CORP,21356,46.28000,0.000865,392066,0.000865
13688,20110201,PCG,P G & E CORP,21356,46.60000,0.006914,392066,0.006914
13688,20110202,PCG,P G & E CORP,21356,46.19000,-0.008798,392066,-0.008798
13688,20110203,PCG,P G & E CORP,21356,46.36000,0.003680,392066,0.003680
13688,20110204,PCG,P G & E CORP,21356,46.25000,-0.002373,392066,-0.002373
13688,20110207,PCG,P G & E CORP,21356,46.57000,0.006919,392066,0.006919
13688,20110208,PCG,P G & E CORP,21356,46.54000,-0.000644,392066,-0.000644
13688,20110209,PCG,P G & E CORP,21356,46.72000,0.003868,392066,0.003868
13688,20110210,PCG,P G & E CORP,21356,46.71000,-0.000214,392066,-0.000214
13688,20110211,PCG,P G & E CORP,21356,46.53000,-0.003854,392066,-0.003854
13688,20110214,PCG,P G & E CORP,21356,46.21000,-0.006877,392066,-0.006877
13688,20110215,PCG,P G & E CORP,21356,46.21000,0.000000,392066,0.000000
13688,20110216,PCG,P G & E CORP,21356,46.00000,-0.004544,392066,-0.004544
13688,20110217,PCG,P G & E CORP,21356,45.56000,-0.009565,392066,-0.009565
13688,20110218,PCG,P G & E CORP,21356,45.38000,-0.003951,392066,-0.003951
13688,20110222,PCG,P G & E CORP,21356,45.21000,-0.003746,392066,-0.003746
13688,20110223,PCG,P G & E CORP,21356,45.48000,0.005972,392066,0.005972
13688,20110224,PCG,P G & E CORP,21356,45.51000,0.000660,392066,0.000660
13688,20110225,PCG,P G & E CORP,21356,45.84000,0.007251,392066,0.007251
13688,20110228,PCG,P G & E CORP,21356,46.06000,0.004799,396258,0.004799
13688,20110301,PCG,P G & E CORP,21356,46.42000,0.007816,396258,0.007816
13688,20110302,PCG,P G & E CORP,21356,46.16000,-0.005601,396258,-0.005601
13688,20110303,PCG,P G & E CORP,21356,46.26000,0.002166,396258,0.002166
13688,20110304,PCG,P G & E CORP,21356,45.48000,-0.016861,396258,-0.016861
13688,20110307,PCG,P G & E CORP,21356,45.67000,0.004178,396258,0.004178
13688,20110308,PCG,P G & E CORP,21356,46.27000,0.013138,396258,0.013138
13688,20110309,PCG,P G & E CORP,21356,46.78000,0.011022,396258,0.011022
13688,20110310,PCG,P G & E CORP,21356,45.99000,-0.016887,396258,-0.016887
13688,20110311,PCG,P G & E CORP,21356,45.75000,-0.005219,396258,-0.005219
13688,20110314,PCG,P G & E CORP,21356,44.41000,-0.029290,396258,-0.029290
13688,20110315,PCG,P G & E CORP,21356,43.00000,-0.031750,396258,-0.031750
13688,20110316,PCG,P G & E CORP,21356,42.47000,-0.012326,396258,-0.012326
13688,20110317,PCG,P G & E CORP,21356,42.71000,0.005651,396258,0.005651
13688,20110318,PCG,P G & E CORP,21356,43.09000,0.008897,396258,0.008897
13688,20110321,PCG,P G & E CORP,21356,43.75000,0.015317,396258,0.015317
13688,20110322,PCG,P G & E CORP,21356,43.76000,0.000229,396258,0.000229
13688,20110323,PCG,P G & E CORP,21356,43.60000,-0.003656,396258,-0.003656
13688,20110324,PCG,P G & E CORP,21356,43.67000,0.001605,396258,0.001605
13688,20110325,PCG,P G & E CORP,21356,43.90000,0.005267,396258,0.005267
13688,20110328,PCG,P G & E CORP,21356,43.88000,-0.000456,396258,-0.000456
13688,20110329,PCG,P G & E CORP,21356,43.56000,0.003077,396258,-0.007293
13688,20110330,PCG,P G & E CORP,21356,43.99000,0.009871,396258,0.009871
13688,20110331,PCG,P G & E CORP,21356,44.18000,0.004319,396789,0.004319
13688,20110401,PCG,P G & E CORP,21356,44.50000,0.007243,396789,0.007243
13688,20110404,PCG,P G & E CORP,21356,44.49000,-0.000225,396789,-0.000225
13688,20110405,PCG,P G & E CORP,21356,44.48000,-0.000225,396789,-0.000225
13688,20110406,PCG,P G & E CORP,21356,45.07000,0.013264,396789,0.013264
13688,20110407,PCG,P G & E CORP,21356,44.83000,-0.005325,396789,-0.005325
13688,20110408,PCG,P G & E CORP,21356,44.74000,-0.002008,396789,-0.002008
13688,20110411,PCG,P G & E CORP,21356,44.06000,-0.015199,396789,-0.015199
13688,20110412,PCG,P G & E CORP,21356,43.74000,-0.007263,396789,-0.007263
13688,20110413,PCG,P G & E CORP,21356,43.86000,0.002743,396789,0.002743
13688,20110414,PCG,P G & E CORP,21356,44.06000,0.004560,396789,0.004560
13688,20110415,PCG,P G & E CORP,21356,44.86000,0.018157,396789,0.018157
13688,20110418,PCG,P G & E CORP,21356,44.65000,-0.004681,396789,-0.004681
13688,20110419,PCG,P G & E CORP,21356,44.74000,0.002016,396789,0.002016
13688,20110420,PCG,P G & E CORP,21356,45.13000,0.008717,396789,0.008717
13688,20110421,PCG,P G & E CORP,21356,45.18000,0.001108,396789,0.001108
13688,20110425,PCG,P G & E CORP,21356,45.37000,0.004205,396789,0.004205
13688,20110426,PCG,P G & E CORP,21356,45.99000,0.013665,396789,0.013665
13688,20110427,PCG,P G & E CORP,21356,46.20000,0.004566,396789,0.004566
13688,20110428,PCG,P G & E CORP,21356,46.26000,0.001299,396789,0.001299
13688,20110429,PCG,P G & E CORP,21356,46.08000,-0.003891,396789,-0.003891
13688,20110502,PCG,P G & E CORP,21356,46.06000,-0.000434,396789,-0.000434
13688,20110503,PCG,P G & E CORP,21356,46.10000,0.000868,396789,0.000868
13688,20110504,PCG,P G & E CORP,21356,45.55000,-0.011931,396789,-0.011931
13688,20110505,PCG,P G & E CORP,21356,45.91000,0.007903,396789,0.007903
13688,20110506,PCG,P G & E CORP,21356,45.76000,-0.003267,396789,-0.003267
13688,20110509,PCG,P G & E CORP,21356,45.67000,-0.001967,396789,-0.001967
13688,20110510,PCG,P G & E CORP,21356,46.22000,0.012043,396789,0.012043
13688,20110511,PCG,P G & E CORP,21356,46.03000,-0.004111,396789,-0.004111
13688,20110512,PCG,P G & E CORP,21356,46.52000,0.010645,396789,0.010645
13688,20110513,PCG,P G & E CORP,21356,46.02000,-0.010748,396789,-0.010748
13688,20110516,PCG,P G & E CORP,21356,45.59000,-0.009344,396789,-0.009344
13688,20110517,PCG,P G & E CORP,21356,45.80000,0.004606,396789,0.004606
13688,20110518,PCG,P G & E CORP,21356,45.37000,-0.009389,396789,-0.009389
13688,20110519,PCG,P G & E CORP,21356,45.09000,-0.006171,396789,-0.006171
13688,20110520,PCG,P G & E CORP,21356,44.78000,-0.006875,396789,-0.006875
13688,20110523,PCG,P G & E CORP,21356,43.17000,-0.035954,396789,-0.035954
13688,20110524,PCG,P G & E CORP,21356,42.97000,-0.004633,396789,-0.004633
13688,20110525,PCG,P G & E CORP,21356,42.72000,-0.005818,396789,-0.005818
13688,20110526,PCG,P G & E CORP,21356,42.89000,0.003979,396789,0.003979
13688,20110527,PCG,P G & E CORP,21356,43.10000,0.004896,396789,0.004896
13688,20110531,PCG,P G & E CORP,21356,43.38000,0.006497,397950,0.006497
13688,20110601,PCG,P G & E CORP,21356,43.12000,-0.005994,397950,-0.005994
13688,20110602,PCG,P G & E CORP,21356,42.77000,-0.008117,397950,-0.008117
13688,20110603,PCG,P G & E CORP,21356,42.35000,-0.009820,397950,-0.009820
13688,20110606,PCG,P G & E CORP,21356,42.23000,-0.002834,397950,-0.002834
13688,20110607,PCG,P G & E CORP,21356,42.06000,-0.004026,397950,-0.004026
13688,20110608,PCG,P G & E CORP,21356,41.92000,-0.003329,397950,-0.003329
13688,20110609,PCG,P G & E CORP,21356,41.96000,0.000954,397950,0.000954
13688,20110610,PCG,P G & E CORP,21356,41.55000,-0.009771,397950,-0.009771
13688,20110613,PCG,P G & E CORP,21356,41.71000,0.003851,397950,0.003851
13688,20110614,PCG,P G & E CORP,21356,41.95000,0.005754,397950,0.005754
13688,20110615,PCG,P G & E CORP,21356,41.46000,-0.011681,397950,-0.011681
13688,20110616,PCG,P G & E CORP,21356,41.89000,0.010371,397950,0.010371
13688,20110617,PCG,P G & E CORP,21356,42.18000,0.006923,397950,0.006923
13688,20110620,PCG,P G & E CORP,21356,42.35000,0.004030,397950,0.004030
13688,20110621,PCG,P G & E CORP,21356,42.20000,-0.003542,397950,-0.003542
13688,20110622,PCG,P G & E CORP,21356,41.93000,-0.006398,397950,-0.006398
13688,20110623,PCG,P G & E CORP,21356,41.49000,-0.010494,397950,-0.010494
13688,20110624,PCG,P G & E CORP,21356,41.81000,0.007713,397950,0.007713
13688,20110627,PCG,P G & E CORP,21356,41.65000,-0.003827,397950,-0.003827
13688,20110628,PCG,P G & E CORP,21356,41.39000,0.004682,397950,-0.006243
13688,20110629,PCG,P G & E CORP,21356,41.52000,0.003141,397950,0.003141
13688,20110630,PCG,P G & E CORP,21356,42.03000,0.012283,397950,0.012283
13688,20110701,PCG,P G & E CORP,21356,42.66000,0.014989,397950,0.014989
13688,20110705,PCG,P G & E CORP,21356,42.14000,-0.012189,397950,-0.012189
13688,20110706,PCG,P G & E CORP,21356,42.61000,0.011153,397950,0.011153
13688,20110707,PCG,P G & E CORP,21356,42.53000,-0.001878,397950,-0.001878
13688,20110708,PCG,P G & E CORP,21356,42.43000,-0.002351,397950,-0.002351
13688,20110711,PCG,P G & E CORP,21356,42.17000,-0.006128,397950,-0.006128
13688,20110712,PCG,P G & E CORP,21356,42.54000,0.008774,397950,0.008774
13688,20110713,PCG,P G & E CORP,21356,42.43000,-0.002586,397950,-0.002586
13688,20110714,PCG,P G & E CORP,21356,41.99000,-0.010370,397950,-0.010370
13688,20110715,PCG,P G & E CORP,21356,42.18000,0.004525,397950,0.004525
13688,20110718,PCG,P G & E CORP,21356,41.64000,-0.012802,397950,-0.012802
13688,20110719,PCG,P G & E CORP,21356,41.91000,0.006484,397950,0.006484
13688,20110720,PCG,P G & E CORP,21356,42.40000,0.011692,397950,0.011692
13688,20110721,PCG,P G & E CORP,21356,43.29000,0.020991,397950,0.020991
13688,20110722,PCG,P G & E CORP,21356,42.76000,-0.012243,397950,-0.012243
13688,20110725,PCG,P G & E CORP,21356,42.96000,0.004677,397950,0.004677
13688,20110726,PCG,P G & E CORP,21356,42.50000,-0.010708,397950,-0.010708
13688,20110727,PCG,P G & E CORP,21356,42.12000,-0.008941,397950,-0.008941
13688,20110728,PCG,P G & E CORP,21356,42.04000,-0.001899,397950,-0.001899
13688,20110729,PCG,P G & E CORP,21356,41.43000,-0.014510,397950,-0.014510
13688,20110801,PCG,P G & E CORP,21356,41.51000,0.001931,397950,0.001931
13688,20110802,PCG,P G & E CORP,21356,40.23000,-0.030836,397950,-0.030836
13688,20110803,PCG,P G & E CORP,21356,40.48000,0.006214,397950,0.006214
13688,20110804,PCG,P G & E CORP,21356,40.65000,0.004200,397950,0.004200
13688,20110805,PCG,P G & E CORP,21356,41.96000,0.032226,397950,0.032226
13688,20110808,PCG,P G & E CORP,21356,39.64000,-0.055291,397950,-0.055291
13688,20110809,PCG,P G & E CORP,21356,39.92000,0.007064,397950,0.007064
13688,20110810,PCG,P G & E CORP,21356,39.21000,-0.017786,397950,-0.017786
13688,20110811,PCG,P G & E CORP,21356,40.00000,0.020148,397950,0.020148
13688,20110812,PCG,P G & E CORP,21356,39.86000,-0.003500,397950,-0.003500
13688,20110815,PCG,P G & E CORP,21356,40.77000,0.022830,397950,0.022830
13688,20110816,PCG,P G & E CORP,21356,40.60000,-0.004170,397950,-0.004170
13688,20110817,PCG,P G & E CORP,21356,41.25000,0.016010,397950,0.016010
13688,20110818,PCG,P G & E CORP,21356,41.30000,0.001212,397950,0.001212
13688,20110819,PCG,P G & E CORP,21356,41.19000,-0.002663,397950,-0.002663
13688,20110822,PCG,P G & E CORP,21356,41.00000,-0.004613,397950,-0.004613
13688,20110823,PCG,P G & E CORP,21356,41.58000,0.014146,397950,0.014146
13688,20110824,PCG,P G & E CORP,21356,42.33000,0.018038,397950,0.018038
13688,20110825,PCG,P G & E CORP,21356,41.46000,-0.020553,397950,-0.020553
13688,20110826,PCG,P G & E CORP,21356,41.09000,-0.008924,397950,-0.008924
13688,20110829,PCG,P G & E CORP,21356,42.15000,0.025797,397950,0.025797
13688,20110830,PCG,P G & E CORP,21356,41.93000,-0.005219,397950,-0.005219
13688,20110831,PCG,P G & E CORP,21356,42.35000,0.010017,402245,0.010017
13688,20110901,PCG,P G & E CORP,21356,42.09000,-0.006139,402245,-0.006139
13688,20110902,PCG,P G & E CORP,21356,41.34000,-0.017819,402245,-0.017819
13688,20110906,PCG,P G & E CORP,21356,40.62000,-0.017417,402245,-0.017417
13688,20110907,PCG,P G & E CORP,21356,41.39000,0.018956,402245,0.018956
13688,20110908,PCG,P G & E CORP,21356,41.66000,0.006523,402245,0.006523
13688,20110909,PCG,P G & E CORP,21356,40.66000,-0.024004,402245,-0.024004
13688,20110912,PCG,P G & E CORP,21356,40.57000,-0.002213,402245,-0.002213
13688,20110913,PCG,P G & E CORP,21356,40.58000,0.000247,402245,0.000247
13688,20110914,PCG,P G & E CORP,21356,40.88000,0.007393,402245,0.007393
13688,20110915,PCG,P G & E CORP,21356,41.53000,0.015900,402245,0.015900
13688,20110916,PCG,P G & E CORP,21356,42.55000,0.024561,402245,0.024561
13688,20110919,PCG,P G & E CORP,21356,42.21000,-0.007991,402245,-0.007991
13688,20110920,PCG,P G & E CORP,21356,42.96000,0.017768,402245,0.017768
13688,20110921,PCG,P G & E CORP,21356,42.41000,-0.012803,402245,-0.012803
13688,20110922,PCG,P G & E CORP,21356,42.50000,0.002122,402245,0.002122
13688,20110923,PCG,P G & E CORP,21356,43.05000,0.012941,402245,0.012941
13688,20110926,PCG,P G & E CORP,21356,43.16000,0.002555,402245,0.002555
13688,20110927,PCG,P G & E CORP,21356,43.32000,0.003707,402245,0.003707
13688,20110928,PCG,P G & E CORP,21356,42.46000,-0.019852,402245,-0.019852
13688,20110929,PCG,P G & E CORP,21356,42.77000,0.018017,402245,0.007301
13688,20110930,PCG,P G & E CORP,21356,42.30000,-0.010989,402245,-0.010989
13688,20111003,PCG,P G & E CORP,21356,41.41000,-0.021040,402245,-0.021040
13688,20111004,PCG,P G & E CORP,21356,41.41000,0.000000,402245,0.000000
13688,20111005,PCG,P G & E CORP,21356,41.39000,-0.000483,402245,-0.000483
13688,20111006,PCG,P G & E CORP,21356,42.99000,0.038657,402245,0.038657
13688,20111007,PCG,P G & E CORP,21356,42.97000,-0.000465,402245,-0.000465
13688,20111010,PCG,P G & E CORP,21356,43.24000,0.006283,402245,0.006283
13688,20111011,PCG,P G & E CORP,21356,42.26000,-0.022664,402245,-0.022664
13688,20111012,PCG,P G & E CORP,21356,41.82000,-0.010412,402245,-0.010412
13688,20111013,PCG,P G & E CORP,21356,42.27000,0.010760,402245,0.010760
13688,20111014,PCG,P G & E CORP,21356,42.50000,0.005441,402245,0.005441
