caldt,vwretd,vwretx,ewretd,ewretx,totval
20120906,0.020380,0.020233,0.022154,0.021947,13238094900.00
20120907,0.004010,0.003958,0.006946,0.006875,13289974400.00
20120910,-0.006136,-0.006192,-0.005059,-0.005126,13208148300.00
20120911,0.003175,0.003164,0.005361,0.005343,13249945400.00
20120912,0.002338,0.002079,0.003150,0.002888,13277496900.00
20120913,0.016295,0.016159,0.014869,0.014767,13492050400.00
20120914,0.004019,0.004015,0.007748,0.007742,13547689500.00
20120917,-0.003166,-0.003213,-0.006983,-0.007039,13503901400.00
20120918,-0.001285,-0.001304,-0.003587,-0.003654,13486309700.00
20120919,0.001210,0.001193,0.002308,0.002280,13502400500.00
20120920,-0.000450,-0.000593,-0.002866,-0.002903,13494388100.00
20120921,-0.000178,-0.000182,-0.000357,-0.000373,13491881400.00
20120924,-0.002032,-0.002032,-0.003383,-0.003383,13464463000.00
20120925,-0.010525,-0.010634,-0.013519,-0.013543,13321280100.00
20120926,-0.005537,-0.005741,-0.005708,-0.006041,13244796100.00
20120927,0.009581,0.009516,0.009994,0.009889,13370831600.00
20120928,-0.004484,-0.004487,-0.003838,-0.003843,13307014100.00
20121001,0.002764,0.002720,0.002000,0.001955,13344492200.00
20121002,0.000982,0.000921,0.001652,0.001623,13354637200.00
20121003,0.003885,0.003665,0.001902,0.001780,13403585700.00
20121004,0.007250,0.007233,0.008949,0.008916,13500536800.00
20121005,-0.000007,-0.000337,0.000834,0.000735,13498409900.00
20121008,-0.003299,-0.003299,-0.002109,-0.002109,13453875700.00
20121009,-0.009926,-0.009950,-0.009442,-0.009480,13320015500.00
20121010,-0.005926,-0.006003,-0.006716,-0.006774,13239381800.00
20121011,0.000422,0.000258,0.003940,0.003843,13242801800.00
20121012,-0.002788,-0.002810,-0.004518,-0.004541,13205562700.00
20121015,0.008098,0.008094,0.007706,0.007703,13312614700.00
20121016,0.010142,0.010142,0.011700,0.011700,13447626800.00
20121017,0.004166,0.004050,0.005437,0.005416,13502193400.00
20121018,-0.002450,-0.002554,0.000323,0.000049,13467712100.00
20121019,-0.016520,-0.016542,-0.016262,-0.016273,13245632200.00
20121022,0.000409,0.000389,-0.000441,-0.000468,13250890300.00
20121023,-0.014309,-0.014309,-0.011993,-0.011993,13061272400.00
20121024,-0.003034,-0.003039,-0.005265,-0.005281,13021576300.00
20121025,0.002776,0.002757,0.004287,0.004255,13057473000.00
20121026,-0.000458,-0.000461,-0.000938,-0.000946,13050408500.00
20121031,0.000391,0.000253,0.001733,0.001456,13042326200.00
20121101,0.010576,0.010500,0.014131,0.014039,13179147200.00
20121102,-0.009219,-0.009233,-0.009379,-0.009404,13057575100.00
20121105,0.002231,0.002057,0.003486,0.003270,13084184400.00
20121106,0.008003,0.007967,0.009684,0.009442,13188431600.00
20121107,-0.022644,-0.023513,-0.021396,-0.021720,12878087100.00
20121108,-0.012236,-0.012247,-0.012602,-0.012646,12720365300.00
20121109,0.001589,0.001547,0.000745,0.000667,12739925600.00
20121112,0.000099,0.000099,0.000613,0.000613,12741187500.00
20121113,-0.003716,-0.004045,-0.002811,-0.002997,12689651800.00
20121114,-0.013501,-0.013897,-0.013525,-0.013941,12513300200.00
20121115,-0.001847,-0.002049,-0.000222,-0.000456,12487658500.00
20121116,0.004933,0.004836,0.005761,0.005654,12548053800.00
20121119,0.019683,0.019568,0.018063,0.017871,12793595100.00
20121120,0.000789,0.000702,0.000004,-0.000157,12802566700.00
20121121,0.002384,0.002364,0.002510,0.002451,12832840000.00
20121123,0.013213,0.013078,0.012694,0.012664,13000566400.00
20121126,-0.002008,-0.002038,-0.002806,-0.002882,12974081000.00
20121127,-0.005096,-0.005188,-0.003894,-0.003919,12906775500.00
20121128,0.008316,0.008008,0.008494,0.008146,13010130600.00
20121129,0.004408,0.004235,0.004089,0.003939,13065231000.00
20121130,0.000344,0.000343,0.000859,0.000853,13053457900.00
20121203,-0.004831,-0.004844,-0.004778,-0.004820,12994724500.00
20121204,-0.001520,-0.001589,0.000201,0.000132,12974073000.00
20121205,0.001923,0.001527,0.003976,0.003620,12993890600.00
20121206,0.003442,0.002920,0.003425,0.002965,13031643700.00
20121207,0.003084,0.003010,0.004098,0.004001,13070873800.00
20121210,0.000380,0.000293,0.002192,0.001999,13074706000.00
20121211,0.006462,0.006462,0.005818,0.005818,13159442100.00
20121212,0.000242,-0.000002,0.000893,0.000503,13165971800.00
20121213,-0.005975,-0.006255,-0.005200,-0.005632,13083640700.00
20121214,-0.003964,-0.004055,-0.001654,-0.001798,13030231800.00
20121217,0.011723,0.011707,0.011590,0.011534,13182448800.00
20121218,0.011496,0.011410,0.013400,0.013234,13332855100.00
20121219,-0.007328,-0.007361,-0.005226,-0.005290,13234708100.00
20121220,0.005499,0.005294,0.006061,0.006012,13304771800.00
20121221,-0.009196,-0.009266,-0.008862,-0.008906,13181290800.00
20121224,-0.002297,-0.002417,-0.002340,-0.002385,13157999700.00
20121226,-0.004901,-0.004915,-0.005934,-0.005964,13093322000.00
20121227,-0.001007,-0.001189,-0.000911,-0.001198,13077751200.00
20121228,-0.010917,-0.011010,-0.010223,-0.010350,12932269100.00
20121231,0.016572,0.016567,0.017987,0.017980,13142271500.00
20130102,0.025611,0.025422,0.024065,0.023968,13474076800.00
20130103,-0.002199,-0.002199,-0.000330,-0.000330,13444453900.00
20130104,0.004998,0.004998,0.007895,0.007895,13511647900.00
20130107,-0.003084,-0.003087,-0.003800,-0.003801,13469936100.00
20130108,-0.002897,-0.003227,-0.004513,-0.004622,13426462000.00
20130109,0.002726,0.002711,0.003770,0.003750,13462859100.00
20130110,0.007413,0.007413,0.006677,0.006677,13562654400.00
20130111,0.000174,0.000066,-0.000455,-0.000548,13563592900.00
20130114,-0.000932,-0.000932,0.000831,0.000831,13550948800.00
20130115,0.001299,0.001295,0.004312,0.004310,13568569500.00
20130116,0.000271,0.000154,-0.001233,-0.001258,13570664300.00
20130117,0.005619,0.005610,0.008693,0.008675,13646914800.00
20130118,0.003510,0.003491,0.003872,0.003847,13694953500.00
20130122,0.004398,0.004356,0.006411,0.006391,13754611500.00
20130123,0.001432,0.001411,-0.000945,-0.000988,13774062700.00
20130124,0.000273,0.000240,0.004389,0.004338,13777375900.00
20130125,0.005407,0.005407,0.006970,0.006970,13851750500.00
20130128,-0.001824,-0.001854,-0.002708,-0.002728,13826349500.00
20130129,0.004958,0.004909,0.003699,0.003636,13892332100.00
20130130,-0.003316,-0.003568,-0.003278,-0.003396,13842764400.00
20130131,-0.002475,-0.002535,-0.000455,-0.000524,13808364900.00
20130201,0.010003,0.009981,0.009125,0.009096,13945957000.00
20130204,-0.011541,-0.011563,-0.010773,-0.010802,13784507600.00
20130205,0.010499,0.010380,0.009901,0.009813,13927594600.00
20130206,0.000737,0.000612,0.002524,0.002425,13936116300.00
20130207,-0.001367,-0.001759,-0.001687,-0.001786,13911505800.00
20130208,0.005602,0.005601,0.005731,0.005726,13989471900.00
20130211,-0.000570,-0.000616,-0.000621,-0.000662,13980922600.00
20130212,0.001607,0.001552,0.003237,0.003159,14002623300.00
20130213,0.001055,0.000590,0.000713,0.000305,14009987400.00
20130214,0.000650,0.000529,0.001749,0.001592,14024574000.00
20130215,-0.001190,-0.001275,-0.000768,-0.000847,14006665700.00
20130219,0.007348,0.007178,0.006979,0.006901,14106616000.00
20130220,-0.012237,-0.012281,-0.015675,-0.015761,13933384800.00
20130221,-0.005934,-0.006161,-0.007889,-0.007982,13847592300.00
20130222,0.008918,0.008775,0.009945,0.009897,13969197300.00
20130225,-0.018226,-0.018228,-0.020156,-0.020165,13714333800.00
20130226,0.006260,0.006108,0.005899,0.005709,13797901800.00
20130227,0.012895,0.012647,0.014605,0.014347,13972397800.00
20130228,-0.000953,-0.000999,-0.000039,-0.000125,13922280600.00
20130301,0.002466,0.002448,0.002294,0.002242,13959269600.00
20130304,0.004884,0.004873,0.004014,0.003995,14027216100.00
20130305,0.009513,0.009477,0.009813,0.009771,14160147000.00
20130306,0.001350,0.001058,0.001681,0.001306,14175437600.00
20130307,0.001911,0.001814,0.002359,0.002158,14202598500.00
20130308,0.004463,0.004338,0.006614,0.006578,14264210700.00
20130311,0.003298,0.003211,0.003346,0.003216,14309906000.00
20130312,-0.002194,-0.002248,-0.001043,-0.001102,14277739600.00
20130313,0.001664,0.001322,0.003373,0.003084,14296614100.00
20130314,0.005496,0.005478,0.005705,0.005649,14374481500.00
20130315,-0.001658,-0.001658,-0.001901,-0.001901,14350652200.00
20130318,-0.005454,-0.005462,-0.005841,-0.005867,14272465400.00
20130319,-0.002360,-0.002378,-0.004207,-0.004267,14238524100.00
20130320,0.006787,0.006777,0.008587,0.008567,14335147400.00
20130321,-0.008485,-0.008503,-0.009182,-0.009226,14213251000.00
20130322,0.007153,0.007153,0.005277,0.005277,14313777800.00
20130325,-0.003320,-0.003320,-0.002963,-0.002963,14266355200.00
20130326,0.008095,0.007764,0.007903,0.007505,14376676700.00
20130327,-0.000461,-0.000518,0.000115,0.000043,14369248400.00
20130328,0.004015,0.004009,0.006328,0.006312,14436687900.00
20130401,-0.004271,-0.004317,-0.007218,-0.007264,14373967000.00
20130402,0.005018,0.005009,0.001265,0.001257,14446004300.00
20130403,-0.010349,-0.010530,-0.011902,-0.011984,14293884900.00
20130404,0.004128,0.004065,0.005483,0.005467,14352020200.00
20130405,-0.004222,-0.004229,-0.003177,-0.003186,14291330100.00
20130408,0.006677,0.006358,0.008418,0.008307,14382830000.00
20130409,0.003805,0.003800,0.003910,0.003902,14437490100.00
20130410,0.012105,0.012040,0.012439,0.012375,14611293500.00
20130411,0.003536,0.003448,0.004656,0.004576,14660559600.00
20130412,-0.002725,-0.002745,-0.004210,-0.004226,14619716000.00
20130415,-0.022746,-0.022746,-0.027586,-0.027586,14287214500.00
20130416,0.014195,0.014195,0.015299,0.015299,14490033700.00
20130417,-0.014184,-0.014184,-0.015695,-0.015699,14284520600.00
20130418,-0.006680,-0.006713,-0.005320,-0.005346,14188737500.00
20130419,0.008838,0.008796,0.009189,0.009170,14313947200.00
20130422,0.004653,0.004632,0.003780,0.003750,14380383500.00
20130423,0.010427,0.010427,0.010860,0.010860,14530299800.00
20130424,0.000125,0.000003,0.004011,0.003978,14530322900.00
20130425,0.004200,0.004158,0.006652,0.006609,14590732400.00
20130426,-0.001880,-0.001926,-0.004294,-0.004357,14561667300.00
20130429,0.007100,0.007081,0.007098,0.007018,14664774200.00
20130430,0.002534,0.002522,0.003346,0.003316,14691831600.00
20130501,-0.009213,-0.009256,-0.010052,-0.010101,14571786200.00
20130502,0.009456,0.009376,0.010297,0.010208,14706632300.00
20130503,0.010695,0.010579,0.013054,0.012958,14862223600.00
20130506,0.001785,0.001783,0.002351,0.002345,14888700000.00
20130507,0.005245,0.005191,0.006314,0.006246,14959220600.00
20130508,0.004475,0.003986,0.005488,0.005296,15018848800.00
20130509,-0.003264,-0.003714,-0.002894,-0.003040,14972661400.00
20130510,0.004434,0.004424,0.006606,0.006563,15038956900.00
20130513,0.000144,0.000047,-0.001903,-0.002028,15039664500.00
20130514,0.010441,0.010216,0.012212,0.012118,15193311200.00
20130515,0.005529,0.005223,0.005940,0.005702,15272689500.00
20130516,-0.004957,-0.005000,-0.006325,-0.006384,15197026900.00
20130517,0.010277,0.010253,0.012171,0.012129,15352883300.00
20130520,-0.000680,-0.000701,0.000045,0.000002,15342105600.00
20130521,0.001665,0.001637,0.001173,0.001112,15367225000.00
20130522,-0.008264,-0.008383,-0.011859,-0.011979,15238419600.00
20130523,-0.002871,-0.003009,-0.002018,-0.002078,15192629300.00
20130524,-0.000402,-0.000420,-0.002721,-0.002752,15194777300.00
20130528,0.006402,0.006383,0.006690,0.006672,15291765100.00
20130529,-0.007039,-0.007188,-0.007615,-0.007868,15181842200.00
20130530,0.003664,0.003486,0.004994,0.004804,15234821900.00
20130531,-0.014153,-0.014157,-0.013588,-0.013611,15008107900.00
20130603,0.006028,0.005928,0.002911,0.002828,15097082000.00
20130604,-0.005431,-0.005469,-0.005836,-0.005846,15014516200.00
20130605,-0.013435,-0.013679,-0.013835,-0.014172,14809304600.00
20130606,0.008539,0.008386,0.009768,0.009574,14933499000.00
20130607,0.012915,0.012899,0.013572,0.013532,15150502000.00
20130610,-0.000310,-0.000370,-0.000706,-0.000796,15144707400.00
20130611,-0.010230,-0.010237,-0.011188,-0.011198,14989674000.00
20130612,-0.008146,-0.008469,-0.008981,-0.009434,14863179500.00
20130613,0.014841,0.014697,0.018133,0.018021,15081619300.00
20130614,-0.005876,-0.005886,-0.005449,-0.005481,14992896100.00
20130617,0.007613,0.007602,0.008065,0.008034,15106747600.00
20130618,0.007811,0.007793,0.007959,0.007895,15224478200.00
20130619,-0.013912,-0.013919,-0.014558,-0.014568,15012562900.00
20130620,-0.024876,-0.025025,-0.025953,-0.025996,14636861200.00
20130621,0.002352,0.002348,0.002576,0.002556,14671193200.00
20130624,-0.011854,-0.011854,-0.012581,-0.012581,14497718500.00
20130625,0.009489,0.009391,0.011692,0.011663,14633864100.00
20130626,0.009840,0.009638,0.009221,0.008889,14774903800.00
20130627,0.006371,0.006286,0.009161,0.009058,14867772500.00
20130628,-0.004367,-0.004375,-0.003236,-0.003256,14791521300.00
20130701,0.005481,0.005374,0.006436,0.006377,14867342100.00
20130702,-0.000412,-0.000626,-0.001630,-0.001731,14858028500.00
20130703,0.000831,0.000822,-0.000718,-0.000741,14870245100.00
20130705,0.010113,0.010108,0.010773,0.010771,15020627000.00
20130708,0.005695,0.005404,0.005117,0.005014,15101798500.00
20130709,0.007262,0.007243,0.007882,0.007848,15202937300.00
20130710,0.000236,0.000188,0.001700,0.001681,15205796700.00
20130711,0.013691,0.013592,0.014778,0.014692,15412471200.00
20130712,0.003009,0.003009,0.003255,0.003255,15458803900.00
20130715,0.001522,0.001518,0.001789,0.001787,15481724200.00
20130716,-0.003745,-0.003745,-0.004951,-0.004951,15423748200.00
20130717,0.002830,0.002722,0.002787,0.002768,15465517900.00
20130718,0.005011,0.004904,0.007362,0.007302,15540859300.00
20130719,0.001503,0.001472,0.002194,0.002172,15563628200.00
20130722,0.002035,0.002017,0.001652,0.001628,15594613900.00
20130723,-0.001750,-0.001750,-0.002119,-0.002119,15567392400.00
20130724,-0.003726,-0.003739,-0.006970,-0.006998,15509206400.00
20130725,0.002500,0.002486,0.004984,0.004966,15547692300.00
20130726,0.000813,0.000805,-0.000034,-0.000042,15561167700.00
20130729,-0.003651,-0.003718,-0.003851,-0.003925,15503321200.00
20130730,0.000527,0.000492,0.002276,0.002153,15511017300.00
20130731,-0.000103,-0.000256,0.001500,0.001428,15481333300.00
20130801,0.012504,0.012407,0.015361,0.015232,15673304600.00
20130802,0.001666,0.001644,0.001280,0.001230,15699025900.00
20130805,-0.001412,-0.001511,-0.001260,-0.001338,15675267100.00
20130806,-0.005701,-0.005730,-0.006178,-0.006233,15585453500.00
20130807,-0.003545,-0.003914,-0.005133,-0.005287,15524450800.00
20130808,0.004056,0.003838,0.006442,0.006339,15583808100.00
20130809,-0.003307,-0.003486,-0.000980,-0.000994,15529494300.00
20130812,-0.001138,-0.001169,-0.001294,-0.001381,15511335300.00
20130813,0.002888,0.002655,0.001440,0.001293,15552518400.00
20130814,-0.004962,-0.005160,-0.005200,-0.005427,15472270200.00
20130815,-0.014269,-0.014432,-0.014593,-0.014659,15248977200.00
20130816,-0.003337,-0.003388,-0.003757,-0.003821,15197308800.00
20130819,-0.005888,-0.005951,-0.007915,-0.008017,15107067600.00
20130820,0.003870,0.003828,0.008173,0.008091,15164840200.00
20130821,-0.005602,-0.005654,-0.006961,-0.007021,15079093600.00
20130822,0.008594,0.008584,0.010680,0.010650,15208537000.00
20130823,0.004166,0.004019,0.003278,0.003226,15269691500.00
20130826,-0.004020,-0.004035,-0.003637,-0.003674,15208103100.00
20130827,-0.015764,-0.015764,-0.017557,-0.017557,14968364500.00
20130828,0.002691,0.002502,0.001841,0.001568,15005807800.00
20130829,0.002221,0.002068,0.002931,0.002761,15036921800.00
20130830,-0.002944,-0.003025,-0.004290,-0.004351,14967939700.00
20130903,0.004108,0.004055,0.004776,0.004729,15026881400.00
20130904,0.008289,0.008061,0.009442,0.009167,15147365800.00
20130905,0.001261,0.001233,0.002515,0.002425,15166035800.00
20130906,0.000194,0.000059,0.000946,0.000742,15166516400.00
20130909,0.010143,0.010092,0.011997,0.011930,15319739100.00
20130910,0.007445,0.007435,0.007979,0.007975,15433841900.00
20130911,0.003132,0.002995,0.003644,0.003429,15492946700.00
20130912,-0.003058,-0.003344,-0.004562,-0.004773,15441135400.00
20130913,0.002824,0.002814,0.003067,0.003044,15485405200.00
20130916,0.005725,0.005720,0.007115,0.007097,15573989200.00
20130917,0.004337,0.004322,0.004651,0.004600,15640634900.00
20130918,0.012281,0.012271,0.012425,0.012407,15832563400.00
20130919,-0.001648,-0.001805,-0.002071,-0.002121,15803992500.00
20130920,-0.007180,-0.007188,-0.008457,-0.008475,15690389900.00
20130923,-0.004703,-0.004706,-0.005291,-0.005310,15637470700.00
20130924,-0.002512,-0.002611,-0.000023,-0.000054,15596634500.00
20130925,-0.002835,-0.002867,-0.002304,-0.002370,15551919100.00
20130926,0.003647,0.003456,0.003166,0.002883,15605665300.00
20130927,-0.004064,-0.004121,-0.004839,-0.004920,15533646100.00
20130930,-0.006004,-0.006041,-0.004394,-0.004417,15425476800.00
20131001,0.007948,0.007882,0.008436,0.008393,15552896400.00
20131002,-0.000453,-0.000642,-0.000224,-0.000301,15542908000.00
20131003,-0.008983,-0.008985,-0.009071,-0.009081,15403251500.00
20131004,0.006997,0.006955,0.008161,0.008138,15510379500.00
20131007,-0.008653,-0.008657,-0.009239,-0.009240,15376102100.00
20131008,-0.011835,-0.012129,-0.012792,-0.012909,15189591300.00
20131009,0.000665,0.000568,0.000488,0.000389,15197543500.00
20131010,0.022000,0.021847,0.021992,0.021908,15529571300.00
20131011,0.006247,0.006241,0.006566,0.006556,15626407400.00
20131014,0.004028,0.004028,0.003285,0.003285,15689377400.00
20131015,-0.007049,-0.007052,-0.008743,-0.008745,15578732800.00
20131016,0.013931,0.013823,0.013639,0.013610,15794285100.00
20131017,0.006748,0.006699,0.008712,0.008672,15900120400.00
20131018,0.006599,0.006575,0.005303,0.005288,16004756100.00
20131021,0.000049,0.000036,-0.000626,-0.000642,16003582700.00
20131022,0.005810,0.005810,0.006880,0.006880,16096595400.00
20131023,-0.004770,-0.004782,-0.005619,-0.005645,16019676500.00
20131024,0.003382,0.003369,0.002978,0.002959,16073615700.00
20131025,0.004538,0.004538,0.005143,0.005143,16146348700.00
20131028,0.001408,0.001401,0.000552,0.000530,16168988900.00
20131029,0.005638,0.005574,0.006195,0.006123,16252250100.00
20131030,-0.004725,-0.004802,-0.006333,-0.006485,16173867700.00
20131031,-0.003629,-0.003704,-0.002773,-0.002882,16084261800.00
20131101,0.002812,0.002805,0.003084,0.003056,16128939500.00
20131104,0.003611,0.003602,0.005386,0.005364,16187301800.00
20131105,-0.002643,-0.002749,-0.003912,-0.004013,16142761600.00
20131106,0.004945,0.004397,0.002607,0.002398,16213455100.00
20131107,-0.013047,-0.013266,-0.014449,-0.014569,15998367100.00
20131108,0.013383,0.013368,0.013270,0.013220,16212262600.00
20131111,0.000868,0.000868,0.001492,0.001492,16226327200.00
20131112,-0.002210,-0.002278,-0.002352,-0.002411,16189346800.00
20131113,0.008407,0.008112,0.009195,0.008832,16326389400.00
20131114,0.005032,0.004848,0.005095,0.004980,16405542100.00
20131115,0.004164,0.004156,0.004217,0.004189,16473592400.00
20131118,-0.003615,-0.003681,-0.005531,-0.005620,16412919200.00
20131119,-0.001941,-0.002140,-0.003843,-0.003957,16377793300.00
20131120,-0.003578,-0.003624,-0.003417,-0.003507,16318436000.00
20131121,0.008144,0.008073,0.008979,0.008851,16450171300.00
20131122,0.005076,0.004941,0.004246,0.004205,16531801200.00
20131125,-0.001130,-0.001149,-0.002211,-0.002268,16512917500.00
20131126,0.000306,0.000203,0.000708,0.000556,16516277300.00
20131127,0.002796,0.002551,0.002733,0.002557,16554309400.00
20131129,-0.000704,-0.000746,-0.001650,-0.001679,16530422500.00
20131202,-0.002526,-0.002569,-0.002461,-0.002521,16484874500.00
20131203,-0.003192,-0.003245,-0.003200,-0.003241,16431382000.00
20131204,-0.001071,-0.001370,-0.001059,-0.001290,16408879000.00
20131205,-0.004448,-0.004479,-0.003984,-0.004084,16335382800.00
20131206,0.011338,0.011246,0.011356,0.011214,16519084000.00
20131209,0.001871,0.001829,0.001212,0.001143,16546037000.00
20131210,-0.003295,-0.003302,-0.002529,-0.002544,16510633900.00
20131211,-0.011122,-0.011233,-0.012820,-0.013032,16325176400.00
20131212,-0.003588,-0.003865,-0.002356,-0.002576,16262086700.00
20131213,-0.000063,-0.000084,0.001303,0.001258,16260727200.00
20131216,0.006329,0.006316,0.007406,0.007374,16363237200.00
20131217,-0.003089,-0.003097,-0.001282,-0.001317,16312556700.00
20131218,0.016609,0.016570,0.014792,0.014708,16584388500.00
20131219,-0.000494,-0.000629,-0.000775,-0.000791,16573963100.00
20131220,0.005032,0.005032,0.006664,0.006664,16657358300.00
20131223,0.005333,0.005186,0.005102,0.005055,16861472900.00
20131224,0.003015,0.002903,0.003860,0.003668,16910421200.00
20131226,0.004784,0.004782,0.003306,0.003298,16992748800.00
20131227,-0.000212,-0.000416,0.000405,0.000069,16985031200.00
20131230,-0.000111,-0.000178,0.001169,0.001083,16982022900.00
20131231,0.003983,0.003921,0.003356,0.003313,17040676100.00
20140102,-0.008595,-0.008732,-0.009618,-0.009646,16891931500.00
20140103,-0.000275,-0.000315,0.000443,0.000411,16886602300.00
20140106,-0.002495,-0.002512,-0.003793,-0.003811,16844182400.00
20140107,0.006090,0.006080,0.006254,0.006244,16946589900.00
20140108,0.000057,-0.000231,0.000924,0.000799,16942668400.00
20140109,0.000369,0.000369,0.001150,0.001150,16948918200.00
20140110,0.002358,0.002358,0.004399,0.004399,16988634900.00
20140113,-0.012525,-0.012631,-0.013794,-0.013869,16774053200.00
20140114,0.010866,0.010861,0.011177,0.011170,16956346300.00
20140115,0.005061,0.005033,0.003389,0.003357,17041726200.00
20140116,-0.001358,-0.001381,-0.001121,-0.001137,17018173900.00
20140117,-0.003801,-0.003820,-0.003279,-0.003300,16953292400.00
20140121,0.002789,0.002769,0.003139,0.003131,17000239900.00
20140122,0.000648,0.000526,0.002550,0.002510,17009075800.00
20140123,-0.008917,-0.008925,-0.010194,-0.010210,16857269500.00
20140124,-0.020885,-0.020894,-0.022662,-0.022672,16498181000.00
20140127,-0.004946,-0.005016,-0.004158,-0.004315,16415723200.00
20140128,0.006288,0.006285,0.008901,0.008894,16519217900.00
20140129,-0.010172,-0.010281,-0.009297,-0.009432,16349376900.00
20140130,0.011494,0.011435,0.011497,0.011388,16537046000.00
20140131,-0.006640,-0.006644,-0.005691,-0.005707,16410535500.00
20140203,-0.022957,-0.022957,-0.024330,-0.024330,16032131700.00
20140204,0.007695,0.007636,0.008799,0.008674,16154553000.00
20140205,-0.001722,-0.002025,-0.002121,-0.002238,16121990400.00
20140206,0.012905,0.012404,0.014248,0.014010,16322020300.00
20140207,0.013283,0.013283,0.012516,0.012516,16538372900.00
20140210,0.001672,0.001651,0.001803,0.001756,16565632100.00
20140211,0.011133,0.011080,0.010138,0.010059,16749172200.00
20140212,0.000190,-0.000295,0.001226,0.000800,16744385900.00
20140213,0.006053,0.005947,0.006524,0.006409,16843454600.00
20140214,0.004822,0.004739,0.004828,0.004714,16922701300.00
20140218,0.001301,0.001130,0.003458,0.003372,16941651300.00
20140219,-0.006349,-0.006418,-0.004563,-0.004718,16832981400.00
20140220,0.006132,0.005961,0.007208,0.007140,16933258700.00
20140221,-0.001748,-0.001883,0.000006,-0.000064,16901630400.00
20140224,0.006270,0.006265,0.006193,0.006185,17007492700.00
20140225,-0.001301,-0.001325,-0.001009,-0.001028,16984956200.00
20140226,0.000376,0.000187,0.001245,0.000985,16988102800.00
20140227,0.004977,0.004830,0.004210,0.004063,17070383000.00
20140228,0.002726,0.002714,0.003015,0.002984,17141525900.00
20140303,-0.007366,-0.007414,-0.006794,-0.006832,17010527600.00
20140304,0.015324,0.015303,0.014846,0.014808,17270821700.00
20140305,0.000157,-0.000032,-0.000387,-0.000649,17270169900.00
20140306,0.001736,0.001551,0.002183,0.001877,17296893400.00
20140307,0.000550,0.000424,0.000565,0.000496,17303909700.00
20140310,-0.000494,-0.000549,-0.002346,-0.002434,17295097100.00
20140311,-0.005036,-0.005080,-0.005333,-0.005362,17207185600.00
20140312,0.000613,0.000347,0.000528,0.000249,17212954900.00
20140313,-0.011595,-0.011715,-0.011556,-0.011704,17011220500.00
20140314,-0.002778,-0.002808,-0.000105,-0.000133,16963488400.00
20140317,0.009605,0.009601,0.008280,0.008262,17127916000.00
20140318,0.007293,0.007266,0.007240,0.007178,17252091900.00
20140319,-0.006192,-0.006192,-0.005567,-0.005567,17145264200.00
20140320,0.006026,0.006010,0.004711,0.004663,17248306600.00
20140321,-0.002971,-0.002974,-0.001309,-0.001328,17196777000.00
20140324,-0.004746,-0.004746,-0.006636,-0.006636,17130040700.00
20140325,0.004417,0.004318,0.002773,0.002728,17203972400.00
20140326,-0.007022,-0.007053,-0.007647,-0.007708,17082511800.00
20140327,-0.001715,-0.001886,-0.001374,-0.001633,17050268000.00
20140328,0.004673,0.004633,0.006414,0.006362,17111129800.00
20140331,0.007985,0.007946,0.009291,0.009269,17232591700.00
20140401,0.007171,0.007108,0.008096,0.008053,17355076300.00
20140402,0.003009,0.002836,0.003961,0.003892,17407962200.00
20140403,-0.001183,-0.001193,-0.001190,-0.001209,17417804200.00
20140404,-0.012602,-0.012641,-0.011743,-0.011773,17197726400.00
20140407,-0.010670,-0.010683,-0.013168,-0.013182,17013963400.00
20140408,0.004302,0.003985,0.005363,0.005233,17081759000.00
20140409,0.011019,0.010935,0.010046,0.009954,17268549800.00
20140410,-0.021010,-0.021013,-0.020950,-0.020956,16903986500.00
20140411,-0.009449,-0.009551,-0.011314,-0.011387,16742352500.00
20140414,0.008280,0.008276,0.008633,0.008630,16880917100.00
20140415,0.006704,0.006703,0.006256,0.006245,16993005700.00
20140416,0.010552,0.010526,0.010652,0.010632,17172121100.00
20140417,0.001344,0.001300,0.001863,0.001839,17194481200.00
20140421,0.003740,0.003723,0.002668,0.002643,17258636500.00
20140422,0.004066,0.004066,0.004905,0.004905,17328980800.00
20140423,-0.002150,-0.002273,-0.001382,-0.001433,17289440100.00
20140424,0.001664,0.001637,0.001415,0.001384,17317600600.00
20140425,-0.008293,-0.008293,-0.009357,-0.009357,17172999400.00
20140428,0.003237,0.003162,0.000115,0.000009,17227384400.00
20140429,0.004857,0.004841,0.004291,0.004228,17310865400.00
20140430,0.003123,0.003077,0.005174,0.005120,17338111900.00
20140501,-0.000047,-0.000109,0.000499,0.000396,17326920400.00
20140502,-0.001378,-0.001378,-0.000145,-0.000145,17302705200.00
20140505,0.001898,0.001818,0.001145,0.001074,17334194000.00
20140506,-0.008985,-0.009006,-0.008168,-0.008197,17178062500.00
20140507,0.005960,0.005487,0.005754,0.005571,17265998900.00
20140508,-0.001097,-0.001337,-0.001388,-0.001543,17259544500.00
20140509,0.001806,0.001630,0.001554,0.001508,17287393600.00
20140512,0.009899,0.009866,0.011640,0.011560,17458105200.00
20140513,0.000701,0.000443,-0.000492,-0.000638,17465833400.00
20140514,-0.004558,-0.004749,-0.005549,-0.005794,17382890400.00
20140515,-0.009363,-0.009543,-0.009166,-0.009272,17217004200.00
20140516,0.003727,0.003721,0.004252,0.004231,17281097500.00
20140519,0.003886,0.003815,0.004076,0.003989,17347152000.00
20140520,-0.006523,-0.006555,-0.008277,-0.008317,17233437100.00
