caldt,vwretd,vwretx,ewretd,ewretx,totval
20140521,0.008260,0.008116,0.006870,0.006724,17373306400.00
20140522,0.002440,0.002306,0.003246,0.003192,17413365400.00
20140523,0.004329,0.004315,0.005150,0.005132,17488516100.00
20140527,0.005997,0.005987,0.006122,0.006088,17593214000.00
20140528,-0.001014,-0.001167,-0.000499,-0.000799,17572510600.00
20140529,0.005499,0.005367,0.005369,0.005244,17663620200.00
20140530,0.001890,0.001885,0.001363,0.001347,17675521400.00
20140602,0.000832,0.000741,0.001760,0.001677,17684819900.00
20140603,-0.000387,-0.000435,-0.000117,-0.000158,17677134800.00
20140604,0.002108,0.001921,0.003098,0.002837,17711053600.00
20140605,0.006645,0.006577,0.006891,0.006755,17827647500.00
20140606,0.004822,0.004668,0.005709,0.005526,17910860300.00
20140609,0.000962,0.000915,0.001072,0.000997,17924808900.00
20140610,-0.000262,-0.000268,-0.002044,-0.002066,17920000300.00
20140611,-0.003447,-0.003560,-0.003509,-0.003713,17856197800.00
20140612,-0.006838,-0.007121,-0.005889,-0.006062,17729041200.00
20140613,0.003143,0.003122,0.003673,0.003627,17783955100.00
20140616,0.000825,0.000821,0.001596,0.001578,17798775200.00
20140617,0.002241,0.002220,0.004261,0.004205,17838293600.00
20140618,0.007848,0.007839,0.007759,0.007742,17977925300.00
20140619,0.001311,0.001174,0.001255,0.001214,17999030700.00
20140620,0.001691,0.001685,0.002785,0.002783,18029374000.00
20140623,-0.000019,-0.000021,-0.000670,-0.000688,18037332500.00
20140624,-0.006352,-0.006436,-0.006173,-0.006202,17921246300.00
20140625,0.004824,0.004798,0.004165,0.004105,18007231600.00
20140626,-0.001148,-0.001319,-0.000321,-0.000576,17983506400.00
20140627,0.002066,0.002011,0.002339,0.002251,18013355600.00
20140630,-0.000311,-0.000347,0.000904,0.000883,17997792100.00
20140701,0.006864,0.006686,0.005704,0.005603,18101147400.00
20140702,0.000656,0.000600,-0.001055,-0.001080,18116679400.00
20140703,0.005392,0.005387,0.005762,0.005749,18213995900.00
20140707,-0.003839,-0.003884,-0.005766,-0.005796,18143261200.00
20140708,-0.006723,-0.007007,-0.006118,-0.006231,18016134900.00
20140709,0.004662,0.004601,0.004491,0.004430,18099022400.00
20140710,-0.004144,-0.004144,-0.004864,-0.004864,18024029900.00
20140711,0.001618,0.001523,0.000691,0.000626,18051348800.00
20140714,0.004856,0.004852,0.003161,0.003155,18138920600.00
20140715,-0.001933,-0.001937,-0.002382,-0.002384,18103680200.00
20140716,0.004352,0.004236,0.003482,0.003445,18179663700.00
20140717,-0.011614,-0.011709,-0.012138,-0.012185,17970565200.00
20140718,0.010240,0.010234,0.010270,0.010265,18174114900.00
20140721,-0.002260,-0.002290,-0.002618,-0.002656,18132329700.00
20140722,0.004960,0.004960,0.004913,0.004913,18222476300.00
20140723,0.001766,0.001754,0.000304,0.000276,18254427500.00
20140724,0.000464,0.000455,0.002066,0.002034,18262716900.00
20140725,-0.004938,-0.004956,-0.004437,-0.004452,18170278000.00
20140728,0.000228,0.000226,0.000179,0.000167,18175279400.00
20140729,-0.004485,-0.004543,-0.004633,-0.004688,18092740000.00
20140730,0.000195,0.000033,-0.000385,-0.000565,18093330000.00
20140731,-0.019929,-0.019988,-0.018994,-0.019066,17705580400.00
20140801,-0.002982,-0.002982,-0.002019,-0.002021,17652600500.00
20140804,0.007143,0.007132,0.006805,0.006754,17777398600.00
20140805,-0.009499,-0.009587,-0.008285,-0.008336,17606965200.00
20140806,0.000378,0.000025,-0.000191,-0.000341,17607396100.00
20140807,-0.005303,-0.005534,-0.005639,-0.005783,17515883100.00
20140808,0.011524,0.011499,0.013331,0.013273,17716713200.00
20140811,0.002901,0.002719,0.003046,0.003003,17764881400.00
20140812,-0.001668,-0.001719,-0.002161,-0.002251,17734345400.00
20140813,0.006939,0.006686,0.006055,0.005749,17852921100.00
20140814,0.004360,0.004312,0.004905,0.004816,17929895000.00
20140815,0.000085,-0.000031,-0.000157,-0.000193,17929344800.00
20140818,0.008628,0.008565,0.009028,0.008927,18082651000.00
20140819,0.005292,0.005085,0.005321,0.005194,18175149600.00
20140820,0.002524,0.002453,0.003486,0.003381,18219717600.00
20140821,0.002979,0.002951,0.001975,0.001929,18273481400.00
20140822,-0.001758,-0.001885,-0.001616,-0.001656,18239042400.00
20140825,0.004783,0.004768,0.004468,0.004421,18326167600.00
20140826,0.001090,0.001081,0.000703,0.000684,18345939900.00
20140827,0.000132,-0.000072,0.000183,-0.000093,18344614700.00
20140828,-0.001583,-0.001722,-0.000699,-0.000849,18313102800.00
20140829,0.003363,0.003282,0.003863,0.003797,18342510800.00
20140902,-0.000439,-0.000479,-0.000437,-0.000464,18333730800.00
20140903,-0.000566,-0.000751,0.000175,-0.000037,18319959000.00
20140904,-0.001383,-0.001412,-0.001355,-0.001419,18293885200.00
20140905,0.005057,0.005033,0.004818,0.004753,18385920200.00
20140908,-0.002982,-0.003160,-0.003251,-0.003474,18328101200.00
20140909,-0.006551,-0.006565,-0.007322,-0.007340,18207742500.00
20140910,0.003676,0.003575,0.002030,0.001877,18272828500.00
20140911,0.001135,0.000850,0.001959,0.001693,18288337700.00
20140912,-0.005910,-0.005931,-0.007401,-0.007441,18179961100.00
20140915,-0.000819,-0.000825,-0.001785,-0.001813,18164705500.00
20140916,0.007541,0.007528,0.006844,0.006805,18301413500.00
20140917,0.001261,0.001235,0.000535,0.000491,18324008700.00
20140918,0.005027,0.004893,0.003471,0.003425,18413662700.00
20140919,-0.000442,-0.000457,-0.002130,-0.002152,18405257800.00
20140922,-0.008037,-0.008037,-0.009492,-0.009492,18270791100.00
20140923,-0.005735,-0.005836,-0.006756,-0.006828,18164160900.00
20140924,0.007993,0.007977,0.007437,0.007393,18309064400.00
20140925,-0.016122,-0.016122,-0.014624,-0.014624,18013888900.00
20140926,0.008738,0.008510,0.007733,0.007247,18149475900.00
20140929,-0.002507,-0.002583,-0.001855,-0.001926,18102589500.00
20140930,-0.002649,-0.002702,-0.004615,-0.004630,18057660200.00
20141001,-0.013082,-0.013169,-0.013345,-0.013427,17814872500.00
20141002,0.000146,0.000062,0.001006,0.000993,17815029700.00
20141003,0.011167,0.011155,0.009974,0.009955,18013754200.00
20141006,-0.001490,-0.001525,-0.002201,-0.002217,18001383600.00
20141007,-0.015091,-0.015099,-0.015962,-0.015971,17729580600.00
20141008,0.017686,0.017349,0.017016,0.016833,18037180500.00
20141009,-0.020569,-0.020619,-0.022799,-0.022819,17665278200.00
20141010,-0.011289,-0.011390,-0.012721,-0.012801,17463921200.00
20141013,-0.016466,-0.016466,-0.017614,-0.017614,17176489500.00
20141014,0.001633,0.001629,0.005617,0.005611,17204462500.00
20141015,-0.008094,-0.008187,-0.004221,-0.004300,17063619000.00
20141016,0.000073,0.000041,0.004253,0.004219,17063868600.00
20141017,0.012737,0.012737,0.011175,0.011175,17280472900.00
20141020,0.009183,0.009164,0.010430,0.010414,17438811200.00
20141021,0.019484,0.019466,0.021699,0.021692,17778041000.00
20141022,-0.007091,-0.007201,-0.009216,-0.009261,17650018000.00
20141023,0.012181,0.012181,0.013164,0.013164,17864955000.00
20141024,0.006866,0.006855,0.006852,0.006843,17987349600.00
20141027,-0.001469,-0.001478,-0.002607,-0.002640,17959587100.00
20141028,0.011817,0.011817,0.013461,0.013461,18171604900.00
20141029,-0.001290,-0.001398,-0.001962,-0.002109,18146211100.00
20141030,0.006384,0.006314,0.006715,0.006549,18260445800.00
20141031,0.011692,0.011688,0.012630,0.012624,18434167500.00
20141103,-0.000161,-0.000174,-0.000171,-0.000234,18423335300.00
20141104,-0.002762,-0.002768,-0.005223,-0.005232,18372331900.00
20141105,0.005923,0.005571,0.007823,0.007628,18481685300.00
20141106,0.004119,0.003818,0.004771,0.004594,18552143900.00
20141107,0.000677,0.000485,0.001087,0.000999,18561057200.00
20141110,0.003279,0.003222,0.002459,0.002385,18620859200.00
20141111,0.000677,0.000677,0.000382,0.000382,18633474200.00
20141112,-0.000444,-0.000730,0.000057,-0.000319,18619822100.00
20141113,0.000912,0.000825,-0.001841,-0.001971,18635186000.00
20141114,0.000423,0.000307,0.000577,0.000540,18640994200.00
20141117,0.000814,0.000764,0.001108,0.001045,18655237300.00
20141118,0.005303,0.005105,0.005779,0.005678,18750465400.00
20141119,-0.001267,-0.001328,-0.001422,-0.001539,18725571300.00
20141120,0.001877,0.001833,0.003646,0.003578,18760329200.00
20141121,0.005325,0.005188,0.006350,0.006260,18857691400.00
20141124,0.002893,0.002878,0.003356,0.003295,18911972100.00
20141125,-0.001140,-0.001244,-0.001122,-0.001262,18888447800.00
20141126,0.003037,0.002653,0.000717,0.000120,18938549400.00
20141128,-0.002131,-0.002176,-0.004606,-0.004647,18871755500.00
20141201,-0.006999,-0.007045,-0.008484,-0.008518,18736525000.00
20141202,0.006352,0.006302,0.005870,0.005831,18854593500.00
20141203,0.003846,0.003549,0.006911,0.006658,18921634600.00
20141204,-0.001108,-0.001134,-0.002443,-0.002537,18900106100.00
20141205,0.001607,0.001599,0.001435,0.001427,18943595700.00
20141208,-0.007021,-0.007167,-0.009156,-0.009363,18807806700.00
20141209,-0.000191,-0.000200,0.002425,0.002407,18804043900.00
20141210,-0.016261,-0.016330,-0.018035,-0.018156,18496980800.00
20141211,0.004852,0.004564,0.004854,0.004592,18581394700.00
20141212,-0.016058,-0.016093,-0.016265,-0.016339,18282368800.00
20141215,-0.006143,-0.006173,-0.004948,-0.005012,18169096800.00
20141216,-0.008611,-0.008611,-0.005812,-0.005812,18012651300.00
20141217,0.020318,0.020269,0.022284,0.022204,18377755000.00
20141218,0.024296,0.024143,0.022025,0.021958,18821444800.00
20141219,0.004482,0.004476,0.007084,0.007071,18905825900.00
20141222,0.004086,0.003950,0.003296,0.003251,18980496700.00
20141223,0.001904,0.001856,0.003790,0.003701,19015722100.00
20141224,-0.000148,-0.000186,-0.000134,-0.000181,19012188600.00
20141226,0.003310,0.003308,0.002625,0.002616,19065620700.00
20141229,0.000948,0.000724,0.002670,0.002315,19079418900.00
20141230,-0.004736,-0.004855,-0.005260,-0.005387,18986789900.00
20141231,-0.010244,-0.010247,-0.009602,-0.009613,18847408800.00
20150102,-0.000165,-0.000298,-0.000052,-0.000083,18841749700.00
20150105,-0.018112,-0.018180,-0.020072,-0.020106,18499161700.00
20150106,-0.008869,-0.008869,-0.010235,-0.010235,18335102000.00
20150107,0.012110,0.011801,0.011490,0.011369,18551468800.00
20150108,0.017830,0.017808,0.017961,0.017925,18881841800.00
20150109,-0.008400,-0.008405,-0.008366,-0.008380,18722996400.00
20150112,-0.007980,-0.007980,-0.009729,-0.009729,18573590200.00
20150113,-0.002560,-0.002660,-0.003044,-0.003123,18524185100.00
20150114,-0.005905,-0.005934,-0.005242,-0.005274,18414439400.00
20150115,-0.009149,-0.009175,-0.009449,-0.009475,18245376400.00
20150116,0.013317,0.013305,0.014418,0.014411,18485485900.00
20150120,0.001686,0.001654,-0.000578,-0.000602,18516052800.00
20150121,0.004874,0.004758,0.007678,0.007645,18604110900.00
20150122,0.015301,0.015291,0.014134,0.014122,18887925500.00
20150123,-0.005362,-0.005362,-0.005387,-0.005387,18786458500.00
20150126,0.002496,0.002489,0.004970,0.004945,18833081400.00
20150127,-0.013292,-0.013293,-0.008279,-0.008281,18571313400.00
20150128,-0.013338,-0.013424,-0.014960,-0.015096,18322044500.00
20150129,0.009638,0.009555,0.009214,0.009126,18498920900.00
20150130,-0.012832,-0.012849,-0.012327,-0.012368,18291336700.00
20150202,0.012851,0.012825,0.013491,0.013423,18525114400.00
20150203,0.014306,0.014285,0.017642,0.017616,18790179900.00
20150204,-0.003814,-0.004112,-0.005295,-0.005407,18712866100.00
20150205,0.010546,0.010233,0.011190,0.011033,18904337900.00
20150206,-0.003109,-0.003371,-0.003528,-0.003675,18838644800.00
20150209,-0.004306,-0.004351,-0.003521,-0.003547,18756701100.00
20150210,0.010838,0.010792,0.010345,0.010309,18959123300.00
20150211,0.000204,-0.000140,-0.001247,-0.001637,18956668000.00
20150212,0.009823,0.009588,0.010823,0.010656,19138239700.00
20150213,0.004083,0.003995,0.004453,0.004335,19213488400.00
20150217,0.001687,0.001537,0.002181,0.002109,19242993900.00
20150218,-0.000186,-0.000298,0.000725,0.000477,19237283800.00
20150219,-0.000949,-0.001104,-0.000539,-0.000619,19216068900.00
20150220,0.006179,0.006060,0.005661,0.005603,19333336500.00
20150223,-0.000249,-0.000259,-0.001103,-0.001125,19328355600.00
20150224,0.002685,0.002656,0.001908,0.001878,19379913400.00
20150225,-0.000578,-0.000750,-0.000151,-0.000386,19365370200.00
20150226,-0.001256,-0.001424,-0.003869,-0.004050,19344150100.00
20150227,-0.002875,-0.002882,-0.001716,-0.001741,19233834700.00
20150302,0.006270,0.006213,0.005380,0.005316,19353061300.00
20150303,-0.004584,-0.004599,-0.004260,-0.004292,19264073000.00
20150304,-0.004182,-0.004384,-0.004924,-0.005173,19179599700.00
20150305,0.001384,0.001339,0.002051,0.001963,19205389700.00
20150306,-0.014191,-0.014321,-0.015198,-0.015398,18930499700.00
20150309,0.004038,0.003943,0.002709,0.002593,19004510900.00
20150310,-0.016802,-0.016861,-0.015570,-0.015628,18684090500.00
20150311,-0.001821,-0.002020,0.000062,-0.000137,18646158900.00
20150312,0.012985,0.012731,0.012907,0.012719,18892406100.00
20150313,-0.005975,-0.006000,-0.006799,-0.006872,18778534600.00
20150316,0.013627,0.013611,0.013379,0.013334,19033761500.00
20150317,-0.003348,-0.003353,-0.003435,-0.003447,18885951900.00
20150318,0.012142,0.012119,0.014040,0.014006,19126723200.00
20150319,-0.004840,-0.004851,-0.005550,-0.005563,19033958900.00
20150320,0.009113,0.009100,0.010431,0.010395,19207195800.00
20150323,-0.001711,-0.001711,-0.001563,-0.001563,19243811700.00
20150324,-0.005943,-0.006024,-0.005725,-0.005750,19127850000.00
20150325,-0.014651,-0.014674,-0.013288,-0.013342,18847341100.00
20150326,-0.002283,-0.002308,-0.002554,-0.002569,18803912600.00
20150327,0.002482,0.002291,0.004141,0.003828,18844894200.00
20150330,0.012275,0.012186,0.012197,0.012117,19074399900.00
20150331,-0.008564,-0.008663,-0.006766,-0.006828,18945863400.00
20150401,-0.003964,-0.004083,-0.003105,-0.003158,18868522600.00
20150402,0.003517,0.003482,0.004925,0.004918,18933697300.00
20150406,0.006606,0.006594,0.007340,0.007314,19058532500.00
20150407,-0.002077,-0.002121,-0.003416,-0.003477,19024698800.00
20150408,0.003188,0.002817,0.003713,0.003513,19078297400.00
20150409,0.004435,0.004430,0.003557,0.003543,19162816200.00
20150410,0.005049,0.005049,0.002810,0.002810,19251605300.00
20150413,-0.004475,-0.004563,-0.004694,-0.004760,19163797100.00
20150414,0.001618,0.001613,0.002004,0.002000,19194714700.00
20150415,0.005081,0.005081,0.006386,0.006383,19292265300.00
20150416,-0.000811,-0.000837,-0.001868,-0.001893,19275155300.00
20150417,-0.011408,-0.011408,-0.010985,-0.010985,19054624700.00
20150420,0.009185,0.009163,0.007668,0.007639,19229027400.00
20150421,-0.001377,-0.001395,-0.001306,-0.001317,19202359500.00
20150422,0.005124,0.005094,0.003886,0.003853,19300168600.00
20150423,0.002476,0.002380,0.002863,0.002835,19346128500.00
20150424,0.002430,0.002426,-0.000857,-0.000870,19392526600.00
20150427,-0.004142,-0.004144,-0.005386,-0.005396,19311834700.00
20150428,0.002747,0.002643,0.002372,0.002280,19362293900.00
20150429,-0.003773,-0.003837,-0.003765,-0.003871,19287775200.00
20150430,-0.010055,-0.010100,-0.008115,-0.008226,19090457900.00
20150501,0.010831,0.010828,0.010839,0.010824,19297631800.00
20150504,0.002882,0.002882,0.003302,0.003302,19353173300.00
20150505,-0.011716,-0.011804,-0.012266,-0.012327,19124736800.00
20150506,-0.004029,-0.004450,-0.003750,-0.003907,19039479500.00
20150507,0.004091,0.003849,0.003130,0.002998,19112759300.00
20150508,0.013380,0.013359,0.011973,0.011938,19367971100.00
20150511,-0.004815,-0.005007,-0.003597,-0.003690,19271023300.00
20150512,-0.002810,-0.002863,-0.002961,-0.003019,19185689200.00
20150513,-0.000103,-0.000320,-0.000442,-0.000755,19210172600.00
20150514,0.010902,0.010787,0.008860,0.008737,19417396800.00
20150515,0.000819,0.000706,0.001701,0.001660,19430898300.00
20150518,0.003104,0.003049,0.003925,0.003841,19490442500.00
20150519,-0.000774,-0.000974,-0.002001,-0.002097,19471453200.00
20150520,-0.000843,-0.000948,-0.000102,-0.000228,19452997500.00
20150521,0.002523,0.002387,0.002579,0.002512,19499429300.00
20150522,-0.002228,-0.002239,-0.001697,-0.001726,19455773200.00
20150526,-0.010319,-0.010336,-0.011153,-0.011238,19254859200.00
20150527,0.009336,0.009173,0.008242,0.007980,19431411400.00
20150528,-0.001115,-0.001292,-0.001922,-0.002109,19406306100.00
20150529,-0.006246,-0.006272,-0.005875,-0.005943,19246562600.00
20150601,0.002189,0.002093,0.001625,0.001555,19286851600.00
20150602,-0.000941,-0.000992,0.000274,0.000228,19266160000.00
20150603,0.002344,0.002161,0.001419,0.001193,19307792800.00
20150604,-0.008604,-0.008619,-0.008889,-0.008934,19141412800.00
20150605,-0.001427,-0.001472,0.000131,0.000078,19113232500.00
20150608,-0.006372,-0.006549,-0.006529,-0.006780,18988102700.00
20150609,0.000510,0.000484,-0.000455,-0.000501,18943979200.00
20150610,0.012180,0.012111,0.011124,0.010988,19228488200.00
20150611,0.002003,0.001709,0.002079,0.001843,19261342300.00
20150612,-0.006905,-0.006967,-0.006169,-0.006255,19117755000.00
20150615,-0.004626,-0.004645,-0.005017,-0.005060,19029011900.00
20150616,0.005804,0.005791,0.005627,0.005600,19139203000.00
20150617,0.002029,0.002009,0.002688,0.002663,19177651000.00
20150618,0.009846,0.009718,0.009221,0.009186,19364026700.00
20150619,-0.005333,-0.005333,-0.004310,-0.004310,19260712200.00
20150622,0.006047,0.006047,0.005323,0.005323,19382128800.00
20150623,0.000747,0.000667,-0.000555,-0.000579,19395056300.00
20150624,-0.007301,-0.007332,-0.007873,-0.007942,19252855300.00
20150625,-0.002942,-0.002979,-0.003584,-0.003608,19195500600.00
20150626,-0.000170,-0.000350,0.000762,0.000506,19177296400.00
20150629,-0.020733,-0.020825,-0.021593,-0.021683,18776327300.00
20150630,0.002715,0.002653,0.002889,0.002813,18822415700.00
20150701,0.007103,0.006862,0.006256,0.006184,18954321300.00
20150702,-0.000255,-0.000255,0.000172,0.000172,18953018300.00
20150706,-0.003790,-0.003833,-0.005298,-0.005330,18919129000.00
20150707,0.006243,0.006233,0.008038,0.008035,19027908800.00
20150708,-0.016270,-0.016552,-0.017800,-0.017917,18712950200.00
20150709,0.002294,0.002285,0.002547,0.002517,18767437600.00
20150710,0.012365,0.012365,0.010636,0.010636,18999175900.00
20150713,0.011254,0.011162,0.010180,0.010113,19211242900.00
20150714,0.004466,0.004462,0.003605,0.003600,19296970700.00
20150715,-0.000920,-0.000935,-0.004033,-0.004057,19278934400.00
20150716,0.008094,0.008065,0.006263,0.006233,19434625200.00
20150717,0.001293,0.001293,-0.004957,-0.004957,19459450800.00
20150720,0.000878,0.000855,-0.002129,-0.002161,19470335900.00
20150721,-0.004271,-0.004309,-0.003928,-0.003945,19386052200.00
20150722,-0.002211,-0.002311,-0.000177,-0.000214,19340875000.00
20150723,-0.005694,-0.005776,-0.004602,-0.004642,19229131600.00
20150724,-0.010448,-0.010452,-0.011251,-0.011265,19027529700.00
20150727,-0.005735,-0.005737,-0.006530,-0.006543,18871085500.00
20150728,0.012287,0.012282,0.013193,0.013182,19102726100.00
20150729,0.007463,0.007327,0.008759,0.008612,19251963100.00
20150730,0.000173,0.000094,0.000327,0.000145,19253775900.00
20150731,-0.002188,-0.002198,-0.000250,-0.000262,19220137700.00
20150803,-0.002674,-0.002675,-0.004310,-0.004311,19168686800.00
20150804,-0.002135,-0.002161,-0.001183,-0.001219,19126948200.00
20150805,0.003722,0.003300,0.002644,0.002488,19190023700.00
20150806,-0.007521,-0.007796,-0.005732,-0.005846,19040222100.00
20150807,-0.003013,-0.003048,-0.002303,-0.002376,18981600500.00
20150810,0.012667,0.012645,0.015684,0.015641,19221624500.00
20150811,-0.009154,-0.009331,-0.009085,-0.009144,19042261400.00
20150812,0.001136,0.000904,0.002017,0.001669,19059476200.00
20150813,-0.001209,-0.001357,-0.002642,-0.002797,19033641800.00
20150814,0.003978,0.003976,0.004158,0.004151,19109324800.00
20150817,0.005274,0.005085,0.005528,0.005403,19206569000.00
20150818,-0.002598,-0.002779,-0.002471,-0.002564,19150232200.00
20150819,-0.008168,-0.008234,-0.008467,-0.008561,18992551400.00
20150820,-0.020963,-0.020964,-0.021053,-0.021062,18594385900.00
20150821,-0.031656,-0.031813,-0.027378,-0.027476,18002840800.00
20150824,-0.039372,-0.039397,-0.039529,-0.039606,17293554400.00
20150825,-0.013371,-0.013385,-0.014286,-0.014322,17062083500.00
20150826,0.039178,0.039099,0.033078,0.032963,17729192800.00
20150827,0.024267,0.024166,0.027277,0.027133,18157629900.00
20150828,0.000638,0.000510,0.002764,0.002624,18166385000.00
20150831,-0.008319,-0.008432,-0.006471,-0.006560,18012263100.00
20150901,-0.029419,-0.029466,-0.028941,-0.028964,17481505500.00
20150902,0.018473,0.018307,0.015583,0.015355,17801531400.00
20150903,0.001312,0.001258,0.003924,0.003828,17829424900.00
20150904,-0.015208,-0.015277,-0.015251,-0.015370,17556480400.00
20150908,0.025442,0.025313,0.025500,0.025324,18001440800.00
20150909,-0.013809,-0.013895,-0.013113,-0.013285,17751314400.00
20150910,0.005224,0.005138,0.003453,0.003337,17842522000.00
20150911,0.004920,0.004604,0.003356,0.003042,17924633700.00
20150914,-0.004017,-0.004077,-0.004289,-0.004372,17851560400.00
20150915,0.012701,0.012688,0.012093,0.012058,18078019000.00
20150916,0.008801,0.008763,0.011257,0.011200,18236431300.00
20150917,-0.002355,-0.002514,-0.002157,-0.002237,18190579900.00
20150918,-0.016077,-0.016085,-0.017737,-0.017759,17897986600.00
20150921,0.004610,0.004599,0.003510,0.003500,18025245400.00
20150922,-0.012320,-0.012347,-0.014960,-0.014987,17802688600.00
20150923,-0.002029,-0.002079,-0.004448,-0.004523,17765670700.00
20150924,-0.003418,-0.003418,-0.003469,-0.003469,17704946000.00
20150925,-0.000514,-0.000519,0.000210,0.000194,17691307500.00
20150928,-0.025485,-0.025771,-0.028138,-0.028436,17235390000.00
20150929,0.001182,0.001123,0.001196,0.001122,17253792900.00
20150930,0.019174,0.019113,0.019594,0.019536,17566116800.00
20151001,0.002083,0.002017,-0.000254,-0.000289,17601545300.00
20151002,0.014535,0.014440,0.017373,0.017346,17855184400.00
20151005,0.018311,0.018260,0.020719,0.020674,18181142200.00
20151006,-0.003619,-0.003654,-0.002746,-0.002832,18114701400.00
20151007,0.008414,0.007984,0.010421,0.010125,18259329000.00
20151008,0.008755,0.008752,0.011964,0.011955,18431264600.00
20151009,0.000816,0.000776,-0.000542,-0.000562,18431288300.00
20151012,0.001287,0.001287,-0.000869,-0.000869,18455004900.00
20151013,-0.006699,-0.006795,-0.008623,-0.008689,18329607500.00
20151014,-0.005229,-0.005284,-0.003152,-0.003202,18232756800.00
20151015,0.014745,0.014691,0.012906,0.012872,18500837900.00
20151016,0.004642,0.004642,0.001594,0.001594,18585908400.00
20151019,0.000199,0.000185,-0.001338,-0.001345,18589344900.00
20151020,-0.001495,-0.001521,0.001451,0.001432,18561070400.00
20151021,-0.005683,-0.005806,-0.007780,-0.007832,18453282500.00
20151022,0.016549,0.016523,0.014454,0.014430,18758185700.00
20151023,0.010928,0.010924,0.004927,0.004913,18962972100.00
20151026,-0.001801,-0.001808,-0.003627,-0.003652,18928558900.00
20151027,-0.002522,-0.002522,-0.005739,-0.005739,18880750700.00
20151028,0.011774,0.011678,0.013226,0.013079,19100820400.00
20151029,-0.000330,-0.000452,-0.001020,-0.001232,19092180800.00
20151030,-0.004718,-0.004718,-0.000572,-0.000572,18961900200.00
20151102,0.011687,0.011685,0.013034,0.013025,19179316600.00
20151103,0.002679,0.002663,0.002618,0.002587,19230399300.00
20151104,-0.003090,-0.003441,-0.004087,-0.004284,19164214000.00
20151105,-0.000744,-0.000941,-0.001011,-0.001102,19146162300.00
20151106,-0.000296,-0.000410,-0.001254,-0.001355,19138297400.00
20151109,-0.009597,-0.009832,-0.009775,-0.009961,18950135200.00
20151110,0.001874,0.001616,0.002434,0.002081,18980701800.00
20151111,-0.003284,-0.003284,-0.005695,-0.005695,18917268800.00
20151112,-0.013719,-0.013919,-0.015471,-0.015661,18653963500.00
20151113,-0.011285,-0.011293,-0.010153,-0.010176,18443186900.00
20151116,0.015160,0.014988,0.015673,0.015547,18719589100.00
20151117,-0.000952,-0.001158,-0.002401,-0.002500,18697911200.00
20151118,0.016253,0.016172,0.016007,0.015873,19006825200.00
20151119,-0.001080,-0.001125,-0.001429,-0.001505,19011238400.00
20151120,0.003930,0.003780,0.003300,0.003212,19084269200.00
20151123,-0.001019,-0.001058,0.000400,0.000314,19064087200.00
20151124,0.001202,0.001175,0.003272,0.003245,19086487400.00
20151125,0.000107,0.000005,0.001150,0.000984,19086585100.00
20151127,0.000756,0.000530,-0.000205,-0.000402,19096305200.00
20151130,-0.004752,-0.004879,-0.002434,-0.002775,18963723800.00
20151201,0.010733,0.010650,0.009853,0.009758,19161190100.00
20151202,-0.010711,-0.010979,-0.013026,-0.013253,18950813500.00
20151203,-0.014242,-0.014282,-0.014426,-0.014491,18680773600.00
20151204,0.020367,0.020359,0.015511,0.015499,19061177400.00
20151207,-0.006789,-0.006858,-0.008475,-0.008607,18930859000.00
20151208,-0.006288,-0.006372,-0.007580,-0.007709,18810228700.00
20151209,-0.007690,-0.007755,-0.006238,-0.006355,18664362800.00
20151210,0.002337,0.002214,0.001977,0.001856,18705684600.00
20151211,-0.019273,-0.019432,-0.020140,-0.020397,18362404000.00
20151214,0.004951,0.004885,-0.000916,-0.000992,18431452600.00
20151215,0.010446,0.010437,0.011548,0.011517,18623795300.00
20151216,0.014690,0.014597,0.014091,0.013964,18894909300.00
20151217,-0.014958,-0.015116,-0.016958,-0.017050,18609291200.00
20151218,-0.017558,-0.017558,-0.014928,-0.014928,18282548600.00
20151221,0.007889,0.007755,0.008115,0.008036,18424328100.00
20151222,0.008941,0.008840,0.010909,0.010849,18587204500.00
20151223,0.012446,0.012370,0.017031,0.016933,18817136600.00
20151224,-0.001635,-0.001641,-0.001220,-0.001230,18781941700.00
20151228,-0.002082,-0.002084,-0.004086,-0.004089,18726484800.00
20151229,0.010906,0.010711,0.010106,0.009822,18938379500.00
20151230,-0.007063,-0.007165,-0.008275,-0.008396,18802688100.00
20151231,-0.009432,-0.009435,-0.006826,-0.006838,18617395400.00
20160104,-0.015190,-0.015417,-0.011915,-0.011994,18330362600.00
20160105,0.002134,0.002134,0.001891,0.001891,18385082700.00
20160106,-0.012566,-0.012912,-0.018287,-0.018427,18147688600.00
20160107,-0.023433,-0.023461,-0.022423,-0.022467,17721250100.00
20160108,-0.010898,-0.010901,-0.011426,-0.011437,17528085500.00
20160111,0.001055,0.001055,-0.004062,-0.004062,17546162200.00
20160112,0.007732,0.007727,0.004798,0.004794,17681740400.00
20160113,-0.025050,-0.025160,-0.025795,-0.025876,17236875200.00
20160114,0.016641,0.016622,0.014713,0.014694,17523378100.00
20160115,-0.021666,-0.021706,-0.019832,-0.019865,17114674600.00
20160119,0.000584,0.000581,-0.003775,-0.003779,17135258000.00
20160120,-0.011584,-0.011728,-0.009710,-0.009764,16933898300.00
20160121,0.005400,0.005370,0.009117,0.009091,17024825400.00
20160122,0.020313,0.020313,0.020174,0.020174,17369116800.00
20160125,-0.015346,-0.015354,-0.019801,-0.019828,17102432000.00
